subject,subscribers,free,fee,reviews,avg reviews,level,lectures,duration,published date,subtitles,recommend
Personal Development,8501,0,630,3271,5.0,Beginner,7,414,2003-07-18,1,0
Music,2571,0,1530,975,4.0,Beginner,6,189,2014-09-03,0,0
Design,4847,0,100,3000,3.5,Expert,13,372,2005-05-03,1,1
Photography,6035,0,2220,3362,1.0,Intermediate,14,613,2021-10-23,0,0
Personal Development,9314,0,690,8539,0.5,Beginner,12,219,2007-05-12,1,0
Design,5823,0,320,2779,5.0,Intermediate,11,442,2017-08-04,0,0
Design,5380,0,430,2663,3.0,Expert,21,707,2015-06-24,0,1
Science,8916,0,290,7230,0.0,Intermediate,8,215,2020-09-22,1,0
Management,9809,0,380,2338,4.5,Intermediate,10,404,2006-12-30,0,0
Photography,4025,0,2390,3011,4.5,Expert,14,209,2010-06-22,1,0
Information Technology,7268,0,860,3344,3.5,Beginner,11,253,2016-08-26,0,0
Music,7596,1,0,114,1.0,Expert,15,271,2017-05-04,0,1
Information Technology,7475,0,2970,6457,2.0,Beginner,8,285,2021-05-09,1,0
Photography,6823,0,1460,189,2.5,Expert,15,743,2003-08-07,0,0
Social Sciences,9100,0,1110,1808,3.0,Beginner,16,550,2006-05-05,1,0
Science,3934,1,0,2443,5.0,Expert,16,620,2020-12-30,0,1
Photography,14420,1,0,3309,3.0,Expert,1,19,2019-01-11,0,1
Music,3075,0,320,2527,4.5,Expert,11,213,2006-08-18,1,1
Design,9136,0,430,4771,3.5,Expert,8,317,2010-03-26,0,1
Personal Development,8346,0,2970,2927,1.0,Expert,1,39,2007-08-12,1,0
Photography,7065,0,510,621,3.5,Intermediate,5,145,2002-10-10,1,0
Science,10454,1,0,6721,2.0,Beginner,1,38,2013-10-17,0,1
Music,7249,0,1200,5066,1.0,Beginner,17,563,2003-04-07,1,0
Science,2713,0,700,621,3.0,Beginner,7,244,2016-05-09,0,0
Photography,6300,0,330,4248,0.5,Intermediate,9,219,2013-11-13,1,0
Design,8986,0,1230,6493,0.0,Intermediate,11,480,2005-09-22,1,0
Photography,4469,0,1410,157,4.0,Beginner,8,300,2002-08-26,0,0
Social Sciences,9555,0,420,4933,3.5,Beginner,3,68,2014-05-18,0,0
Science,6724,0,2050,613,4.5,Beginner,12,200,2021-08-01,1,0
Personal Development,9694,0,510,8699,5.0,Beginner,6,162,2011-11-14,0,1
Music,4739,0,1970,970,3.0,Expert,4,33,2008-01-19,0,0
Information Technology,7984,1,0,7229,3.5,Expert,9,277,2021-05-23,0,1
Management,7685,1,0,7506,1.0,Expert,9,220,2015-11-01,1,1
Social Sciences,7171,1,0,4491,3.5,Beginner,12,404,2017-08-09,1,1
Design,6034,1,0,5798,5.0,Beginner,13,303,2003-08-19,1,1
Personal Development,8809,0,530,5591,4.0,Beginner,18,577,2016-02-28,0,0
Photography,6580,0,920,6174,1.0,Intermediate,13,357,2014-10-06,0,0
Photography,4917,0,440,4485,0.5,Expert,10,149,2016-09-22,0,1
Information Technology,8027,0,1850,4208,0.5,Expert,1,43,2016-04-11,1,0
Management,6707,1,0,650,3.0,Intermediate,4,122,2015-04-14,1,1
Design,9334,0,210,4029,4.0,Expert,15,478,2012-05-23,1,1
Social Sciences,5227,1,0,4336,4.5,Intermediate,7,242,2005-02-25,1,1
Photography,11099,1,0,6084,3.0,Intermediate,13,328,2016-09-17,0,1
Design,9326,0,1740,8964,1.0,Beginner,19,431,2015-07-03,0,0
Personal Development,9280,0,1720,4458,3.0,Expert,1,36,2009-08-29,0,0
Social Sciences,7042,0,1330,4475,1.0,Intermediate,14,314,2005-03-27,1,0
Management,9263,0,1260,4593,4.5,Beginner,11,260,2006-01-24,0,0
Photography,5187,0,130,4530,4.5,Expert,2,79,2011-06-08,1,1
Personal Development,10613,0,1930,8433,3.0,Expert,9,274,2009-06-23,0,0
Management,8345,0,500,2020,3.5,Beginner,14,531,2006-01-19,1,0
Personal Development,11874,1,0,9759,0.0,Intermediate,19,749,2003-09-26,1,1
Photography,7908,0,1700,7861,0.5,Beginner,13,513,2009-03-28,1,0
Science,11750,0,2330,3137,1.5,Expert,5,162,2015-01-30,0,0
Photography,8603,0,920,72,4.0,Beginner,16,583,2012-03-01,1,0
Social Sciences,6699,0,1200,4623,2.5,Intermediate,8,287,2007-09-12,1,0
Information Technology,6483,1,0,3547,0.0,Beginner,17,318,2014-12-18,1,1
Personal Development,7537,0,510,6831,0.5,Intermediate,12,0,2013-08-06,0,0
Music,12350,0,300,5843,2.5,Intermediate,8,136,2011-03-04,1,1
Science,6499,0,1070,4272,2.0,Beginner,14,330,2017-01-12,1,0
Information Technology,5756,0,1610,3946,1.5,Beginner,5,245,2008-08-25,0,0
Design,7258,0,660,78,2.5,Beginner,11,543,2016-11-10,1,0
Management,12473,1,0,1688,2.0,Expert,13,372,2013-02-16,0,1
Personal Development,9824,0,870,4477,3.0,Expert,1,39,2010-01-28,1,0
Personal Development,10814,0,3590,5785,4.5,Beginner,2,78,2008-05-20,0,0
Management,6823,0,2830,6703,1.0,Intermediate,16,556,2005-02-02,1,0
Science,2475,1,0,2435,3.5,Beginner,8,304,2020-10-06,1,1
Science,1901,0,1260,965,0.5,Beginner,9,289,2002-08-02,0,0
Music,9427,1,0,3490,0.5,Beginner,8,319,2020-08-22,1,1
Music,11739,1,0,3331,4.5,Expert,11,235,2012-05-30,0,1
Photography,8512,1,0,2696,0.0,Intermediate,13,402,2005-04-06,0,1
Personal Development,11420,0,1300,10207,3.5,Beginner,13,480,2009-02-13,0,0
Design,10235,0,2710,4708,0.5,Beginner,12,558,2018-11-19,0,0
Management,4605,0,290,358,4.5,Expert,14,438,2013-10-06,0,1
Music,5968,0,4810,2251,4.5,Beginner,14,684,2004-11-04,1,0
Personal Development,8198,0,2190,6490,0.0,Beginner,14,317,2017-03-09,0,0
Information Technology,9715,1,0,1964,0.5,Expert,1,15,2013-04-19,1,1
Personal Development,4298,1,0,3264,0.0,Expert,14,421,2007-02-06,1,1
Management,7911,0,370,4969,3.5,Expert,11,455,2010-03-11,1,1
Social Sciences,7312,0,1810,4150,3.0,Beginner,7,174,2004-08-01,0,0
Information Technology,6949,1,0,991,5.0,Expert,11,232,2013-08-13,1,1
Science,2668,1,0,887,4.0,Beginner,13,537,2004-09-14,0,1
Photography,9700,0,620,3311,4.0,Beginner,14,722,2008-08-03,0,0
Science,6766,0,1440,4074,2.0,Beginner,5,156,2003-06-17,1,0
Design,11850,0,500,1379,5.0,Expert,20,482,2005-03-14,1,1
Social Sciences,6039,0,410,4742,4.5,Intermediate,8,244,2010-04-26,1,0
Personal Development,10029,0,2140,1011,2.5,Expert,14,526,2020-12-13,0,0
Science,11011,0,1040,6768,0.5,Beginner,6,195,2004-02-23,1,0
Personal Development,9462,0,210,9363,0.5,Beginner,12,647,2016-06-08,0,0
Photography,8117,0,2470,7241,0.0,Beginner,16,529,2009-04-24,1,0
Photography,8870,0,720,4450,2.0,Expert,12,461,2002-11-14,0,0
Management,6148,0,170,5694,3.0,Expert,6,262,2017-04-17,0,1
Information Technology,10148,0,720,9322,3.0,Intermediate,11,299,2008-07-04,0,0
Information Technology,6329,0,1290,4975,1.0,Beginner,13,452,2018-02-02,1,0
Science,4901,0,3020,4604,2.5,Intermediate,6,290,2017-06-12,0,0
Personal Development,7700,0,780,2228,2.5,Intermediate,14,395,2009-04-02,0,0
Design,8624,0,1130,240,4.0,Beginner,8,370,2020-08-25,0,0
Personal Development,5015,0,390,1156,1.5,Beginner,8,183,2007-05-23,0,0
Management,5010,0,560,2606,1.0,Intermediate,9,384,2005-05-09,0,0
Information Technology,3981,0,170,2588,2.0,Beginner,5,122,2004-10-17,1,0
Music,8214,1,0,5412,3.5,Expert,16,659,2011-09-23,1,1
Information Technology,7490,0,1140,4901,1.5,Expert,5,94,2008-11-06,0,0
Personal Development,5329,0,120,826,2.0,Expert,20,744,2010-01-03,0,1
Music,9412,0,560,2892,2.0,Intermediate,1,23,2018-09-14,1,0
Music,8537,0,860,6701,4.5,Expert,18,675,2017-12-18,0,0
Photography,2252,0,1060,2073,3.5,Beginner,12,394,2012-08-07,0,0
Science,6774,1,0,3356,1.0,Intermediate,16,543,2003-01-24,0,1
Science,5961,0,550,4130,5.0,Intermediate,4,88,2015-12-24,1,0
Management,5492,1,0,736,5.0,Intermediate,18,607,2008-05-08,1,1
Management,6982,0,3230,3152,0.5,Expert,6,151,2018-04-03,0,0
Information Technology,11855,1,0,3058,0.5,Expert,7,184,2012-10-31,1,1
Music,9470,0,970,4613,3.5,Intermediate,13,47,2013-09-29,0,0
Science,5023,1,0,2938,3.0,Expert,10,216,2011-08-29,1,1
Information Technology,8030,0,850,1069,2.5,Beginner,4,120,2010-07-10,1,0
Design,8207,1,0,518,0.0,Intermediate,13,405,2020-12-03,0,1
Music,11825,0,720,528,4.0,Intermediate,10,144,2005-09-12,0,0
Social Sciences,11210,0,390,5733,2.5,Intermediate,13,484,2019-04-30,0,0
Photography,11673,0,160,434,4.5,Expert,10,379,2003-04-03,1,1
Personal Development,10235,0,990,7980,5.0,Expert,10,342,2018-05-09,1,0
Photography,11778,0,2670,716,1.5,Intermediate,12,309,2014-03-05,1,0
Photography,10391,0,2710,9702,1.5,Intermediate,19,892,2010-08-11,1,0
Information Technology,10260,0,120,3151,5.0,Beginner,3,48,2020-05-14,0,0
Personal Development,5893,1,0,1851,5.0,Expert,13,428,2009-08-09,1,1
Personal Development,6068,0,840,4213,2.0,Beginner,6,209,2005-06-28,0,0
Science,5856,1,0,1580,2.5,Intermediate,12,319,2013-10-20,0,1
Personal Development,6944,0,1380,1947,3.5,Beginner,8,211,2006-09-14,0,0
Science,5299,0,940,683,3.5,Intermediate,4,152,2007-02-19,1,0
Music,7535,0,2320,4008,4.0,Beginner,9,281,2018-12-18,1,0
Music,8267,1,0,2409,0.5,Intermediate,17,374,2020-03-12,0,1
Design,7879,0,3040,3586,5.0,Beginner,18,350,2015-10-28,1,0
Personal Development,6023,1,0,1932,4.0,Expert,1,38,2007-04-30,1,1
Design,8528,0,1290,7070,2.0,Expert,13,624,2020-02-06,0,0
Social Sciences,8017,0,520,6316,2.5,Beginner,13,261,2015-10-26,1,0
Information Technology,8781,1,0,3185,0.0,Intermediate,16,574,2008-05-14,0,1
Design,6642,1,0,2551,0.5,Beginner,12,323,2003-04-14,1,1
Design,3526,1,0,3016,0.0,Intermediate,10,533,2021-02-13,1,1
Design,8604,1,0,7880,1.5,Expert,6,102,2016-12-26,1,1
Design,10092,0,1000,7987,1.0,Expert,12,360,2002-10-22,0,0
Design,3809,1,0,2695,1.0,Expert,17,340,2008-10-22,0,1
Information Technology,5040,1,0,1752,0.5,Intermediate,8,311,2016-06-10,0,1
Personal Development,9058,0,470,7004,2.0,Expert,9,390,2019-07-22,1,1
Social Sciences,7387,0,240,6709,2.5,Expert,13,567,2009-09-20,0,1
Personal Development,9021,1,0,589,3.5,Beginner,4,56,2002-08-24,0,1
Photography,12844,0,1220,10358,4.5,Beginner,13,356,2007-01-28,0,1
Design,6083,0,790,4119,4.5,Beginner,1,39,2002-09-16,1,0
Personal Development,9071,1,0,4266,3.0,Expert,1,26,2017-03-12,0,1
Social Sciences,7312,1,0,1909,4.5,Expert,5,181,2018-01-06,1,1
Music,8026,1,0,4223,2.0,Expert,9,323,2016-02-17,0,1
Design,8657,1,0,3966,3.5,Beginner,7,209,2007-05-22,1,1
Social Sciences,12243,0,330,3415,3.0,Intermediate,7,94,2016-06-20,1,1
Management,10191,0,1010,9360,5.0,Intermediate,10,308,2014-03-15,0,1
Information Technology,12224,0,660,7741,1.0,Expert,12,581,2018-11-10,1,1
Personal Development,9122,1,0,7442,0.0,Expert,14,224,2003-07-23,0,1
Information Technology,4433,0,1520,896,4.5,Beginner,13,371,2009-11-09,0,0
Music,8324,0,120,4844,3.0,Expert,18,780,2018-06-14,0,1
Music,7360,0,2730,7131,0.5,Expert,4,122,2015-01-22,1,0
Science,9532,0,1320,3136,1.0,Intermediate,13,464,2014-12-02,1,0
Photography,4740,0,220,1869,4.0,Expert,11,480,2008-03-14,0,1
Design,4988,1,0,560,2.5,Beginner,19,795,2005-07-29,1,1
Science,8012,1,0,2204,3.5,Intermediate,20,486,2012-06-05,0,1
Music,8622,1,0,5310,4.5,Expert,4,45,2009-01-09,0,1
Management,3141,0,1600,1941,4.0,Expert,9,208,2017-10-16,0,0
Personal Development,11966,0,3440,9621,1.5,Beginner,16,475,2011-04-17,1,0
Music,4650,0,330,1610,1.5,Intermediate,4,126,2007-09-16,0,0
Music,10143,0,110,7757,4.5,Intermediate,15,486,2009-03-27,1,1
Music,6096,0,500,1648,4.0,Expert,3,77,2005-11-09,0,1
Music,10036,0,1370,1073,4.0,Beginner,14,525,2014-10-13,1,0
Design,14302,0,870,1305,3.0,Intermediate,10,289,2003-02-11,0,1
Personal Development,9129,0,820,8225,2.5,Expert,6,151,2021-07-13,0,0
Social Sciences,5003,1,0,4667,1.5,Beginner,4,154,2002-09-03,0,1
Management,8624,0,2090,379,2.0,Expert,10,352,2016-04-22,0,0
Management,8825,0,2480,3408,0.5,Beginner,11,316,2016-12-25,0,0
Science,3793,0,480,2538,3.0,Beginner,13,288,2013-09-22,0,0
Personal Development,7211,0,850,3812,0.5,Beginner,8,113,2018-06-25,1,0
Personal Development,8158,0,650,5492,5.0,Beginner,12,270,2018-08-28,0,0
Information Technology,5477,0,910,4331,1.5,Intermediate,5,50,2006-12-01,0,0
Photography,1971,1,0,83,1.0,Intermediate,11,386,2011-05-23,0,1
Personal Development,5270,0,240,3678,0.5,Intermediate,16,452,2008-11-21,0,1
Design,9231,1,0,4745,2.0,Expert,11,473,2011-06-04,1,1
Science,7190,0,560,4337,4.5,Beginner,15,131,2012-12-15,1,0
Science,10551,0,120,3972,0.5,Expert,12,295,2004-03-15,0,1
Music,7849,0,220,5924,2.0,Expert,7,158,2015-04-14,0,1
Photography,7022,0,430,2957,1.0,Beginner,9,194,2005-06-18,0,0
Photography,8950,0,470,6078,4.5,Intermediate,9,353,2010-05-07,0,0
Management,6895,0,2090,1155,4.5,Beginner,11,205,2012-04-24,1,0
Information Technology,4643,0,970,2429,3.5,Intermediate,10,371,2020-09-27,0,0
Social Sciences,11900,0,2110,6991,4.5,Beginner,4,134,2017-08-30,1,0
Music,7778,0,500,221,4.5,Expert,8,106,2011-11-09,1,1
Personal Development,8306,0,2580,2142,3.0,Beginner,6,221,2008-03-01,1,0
Design,5554,0,770,3308,3.5,Beginner,11,262,2015-05-24,1,0
Science,3556,0,800,2271,2.0,Expert,12,369,2018-04-15,1,0
Photography,6947,0,740,1536,0.5,Beginner,3,78,2012-09-15,0,0
Information Technology,9630,0,980,3000,2.0,Intermediate,15,646,2016-03-05,1,0
Management,4766,0,1210,1166,3.5,Intermediate,7,193,2015-07-09,0,0
Design,9415,0,730,5367,1.5,Intermediate,4,125,2012-02-20,0,0
Social Sciences,4877,0,5650,2368,3.0,Intermediate,12,426,2016-12-05,0,0
Photography,4241,0,1000,1837,5.0,Expert,9,311,2018-04-09,0,0
Music,9422,0,840,8645,1.0,Expert,2,82,2009-10-10,0,0
Social Sciences,2480,0,450,1963,0.5,Beginner,12,262,2021-07-11,0,0
Management,7225,1,0,5542,0.0,Expert,8,310,2020-06-30,1,1
Social Sciences,3400,0,2460,251,1.5,Expert,10,331,2019-07-20,1,0
Music,3999,0,730,3494,2.0,Intermediate,14,573,2011-07-07,0,0
Photography,10137,0,160,5720,2.5,Beginner,13,413,2003-09-24,1,0
Design,13123,0,2010,10482,1.5,Expert,11,274,2012-05-24,1,1
Personal Development,15284,0,1280,10983,0.0,Beginner,10,221,2009-06-14,1,1
Social Sciences,8789,1,0,3496,2.0,Expert,11,205,2002-08-05,0,1
Science,9474,0,350,3912,0.5,Intermediate,6,54,2010-05-27,1,0
Science,4874,1,0,891,4.5,Beginner,6,190,2010-03-24,1,1
Social Sciences,4987,1,0,2627,5.0,Expert,8,235,2013-11-22,0,1
Information Technology,7297,1,0,3065,5.0,Intermediate,12,309,2015-04-12,0,1
Information Technology,8472,1,0,5975,2.5,Beginner,14,644,2007-08-28,0,1
Social Sciences,9068,0,2370,1197,0.5,Intermediate,17,878,2017-08-07,1,0
Social Sciences,10231,0,1180,9334,1.5,Beginner,13,321,2003-08-22,1,0
Personal Development,12814,0,100,11097,2.5,Expert,15,227,2005-05-07,0,1
Social Sciences,7519,0,530,5904,3.5,Intermediate,1,22,2017-01-17,1,0
Music,6794,0,560,1605,2.0,Intermediate,9,327,2006-02-18,1,0
Science,5663,0,370,5651,0.0,Beginner,8,175,2005-02-12,0,0
Science,7076,0,1330,6487,0.0,Beginner,11,482,2008-01-30,1,0
Information Technology,4274,0,2630,786,4.0,Beginner,19,345,2002-04-24,0,0
Management,8539,0,800,5149,4.5,Intermediate,14,393,2009-02-05,0,0
Photography,6659,0,580,743,2.5,Intermediate,14,212,2014-02-03,0,0
Photography,2823,1,0,1781,3.5,Expert,11,371,2012-11-18,1,1
Photography,4443,0,690,3460,4.5,Intermediate,6,137,2012-08-28,0,0
Science,1912,0,210,663,1.5,Expert,5,116,2004-02-09,1,1
Science,2914,0,610,1615,1.0,Beginner,12,406,2004-06-17,1,0
Design,5901,0,200,879,2.0,Beginner,6,235,2003-04-21,1,0
Information Technology,9084,0,200,4082,1.0,Beginner,13,662,2007-09-14,1,0
Personal Development,9682,0,870,4805,1.0,Expert,7,112,2016-11-04,1,0
Music,9059,1,0,1748,2.5,Beginner,11,210,2009-01-16,0,1
Photography,10514,0,140,290,1.0,Beginner,10,374,2004-09-26,1,0
Design,9770,1,0,6554,5.0,Intermediate,6,95,2020-06-13,0,1
Photography,8513,0,840,1212,1.5,Beginner,6,188,2016-10-25,1,0
Social Sciences,8646,1,0,4154,0.0,Expert,15,335,2018-01-18,1,1
Design,4606,1,0,570,0.0,Beginner,12,381,2010-12-13,1,1
Social Sciences,8368,1,0,2472,3.0,Expert,3,73,2005-06-15,1,1
Social Sciences,11806,0,720,8010,0.0,Expert,15,769,2008-02-25,0,0
Information Technology,2500,0,290,659,4.0,Expert,7,142,2004-11-04,0,1
Design,6144,0,630,4071,1.5,Intermediate,15,364,2005-01-08,1,0
Music,7963,0,1450,5354,3.5,Expert,10,200,2016-11-28,1,0
Social Sciences,7699,0,280,946,2.5,Expert,9,309,2014-02-22,1,1
Management,9197,0,550,8180,3.0,Expert,9,300,2005-05-05,0,0
Photography,9659,0,640,6332,3.5,Intermediate,14,240,2008-04-22,0,0
Science,8294,0,850,4780,1.5,Intermediate,7,264,2019-05-02,1,0
Design,5950,0,550,1128,3.5,Beginner,13,357,2014-03-21,0,0
Design,7515,0,3400,3046,2.5,Expert,8,289,2003-08-25,0,0
Personal Development,9021,1,0,4748,2.5,Intermediate,14,630,2017-01-29,0,1
Information Technology,8835,0,1440,3960,0.5,Intermediate,11,214,2018-07-01,1,0
Design,6426,1,0,3716,1.0,Beginner,3,164,2002-05-03,0,1
Design,8634,0,1090,153,1.5,Intermediate,5,251,2019-07-04,0,0
Music,3677,0,210,548,4.5,Intermediate,7,103,2011-12-19,0,1
Design,8618,0,760,1427,0.0,Expert,11,330,2017-03-16,1,0
Management,6406,0,2490,3276,0.5,Intermediate,11,282,2019-04-17,0,0
Music,11036,1,0,9620,3.5,Beginner,12,335,2007-09-14,0,1
Photography,10680,0,870,4778,2.0,Intermediate,6,169,2004-09-06,1,0
Music,4214,1,0,3988,2.0,Intermediate,19,704,2005-12-21,0,1
Design,4319,0,3070,4150,2.0,Beginner,14,220,2014-10-07,1,0
Photography,7848,0,3310,1114,0.0,Intermediate,16,707,2019-01-18,1,0
Music,7999,0,1740,1213,1.5,Intermediate,10,348,2014-08-27,0,0
Design,6227,0,1860,617,2.5,Expert,23,818,2015-04-22,1,0
Information Technology,7014,0,220,3308,2.0,Intermediate,5,96,2002-01-02,1,1
Management,5612,0,1170,1762,4.5,Beginner,16,547,2007-01-29,0,0
Photography,10045,0,190,3962,3.5,Beginner,15,481,2014-01-09,0,0
Information Technology,9756,0,1960,7239,1.0,Intermediate,10,324,2018-10-06,0,0
Science,5769,0,1740,3479,0.5,Expert,6,108,2019-09-19,0,0
Personal Development,12871,0,360,8254,2.5,Expert,4,213,2003-01-19,0,1
Music,14221,0,830,12451,4.5,Beginner,14,389,2006-04-06,1,1
Science,6771,0,2540,5652,1.0,Beginner,5,198,2017-04-20,0,0
Photography,4605,0,1540,4529,0.5,Expert,9,327,2009-09-11,1,0
Science,8169,1,0,4465,2.0,Intermediate,20,891,2009-10-07,0,1
Social Sciences,5782,1,0,2206,1.0,Intermediate,9,98,2010-06-11,0,1
Personal Development,11335,0,670,1000,2.0,Expert,17,822,2013-02-20,1,0
Information Technology,9610,0,1310,5486,1.0,Intermediate,13,507,2014-04-14,1,0
Photography,9744,1,0,1346,4.5,Expert,22,870,2016-12-12,0,1
Social Sciences,3050,0,350,389,0.0,Expert,12,227,2008-04-06,1,1
Personal Development,6291,0,1290,5715,1.5,Expert,16,485,2013-07-28,1,0
Science,5744,0,150,3663,1.0,Intermediate,3,59,2008-06-08,1,1
Social Sciences,6941,0,510,3630,3.5,Expert,5,162,2016-09-01,0,0
Photography,8219,0,420,5948,0.5,Expert,15,560,2003-08-30,1,1
Information Technology,9690,0,290,8724,2.5,Intermediate,10,398,2016-10-14,1,0
Science,3477,0,290,1679,3.5,Expert,1,36,2007-08-11,0,1
Personal Development,8467,0,1350,8303,0.0,Expert,14,581,2012-02-07,0,0
Music,5493,1,0,2325,0.0,Expert,15,449,2013-02-17,1,1
Management,6692,0,220,3881,3.5,Expert,3,134,2009-11-24,1,1
Social Sciences,8227,1,0,1323,0.0,Expert,4,131,2018-09-03,0,1
Personal Development,9571,1,0,6864,2.0,Expert,10,348,2015-06-15,0,1
Information Technology,3223,1,0,208,4.5,Intermediate,3,105,2020-12-01,1,1
Social Sciences,8441,0,370,1152,3.5,Expert,15,365,2020-02-10,0,1
Music,11067,1,0,1529,1.5,Beginner,13,409,2009-03-28,0,1
Information Technology,2909,0,380,1387,5.0,Intermediate,10,391,2021-11-16,0,0
Music,1730,0,300,1687,2.5,Intermediate,13,265,2012-09-03,1,0
Music,10375,1,0,5026,0.5,Beginner,10,243,2010-10-19,0,1
Information Technology,8549,0,740,658,3.5,Intermediate,2,87,2020-05-16,0,0
Design,9580,1,0,9127,0.0,Beginner,17,522,2017-06-28,1,1
Management,8397,0,640,8279,3.0,Expert,8,247,2012-04-13,1,0
Music,8122,0,1680,4767,2.0,Intermediate,1,26,2016-06-06,1,0
Photography,10182,0,270,705,2.5,Intermediate,9,98,2013-03-11,1,0
Social Sciences,3766,0,2240,1750,1.0,Intermediate,8,311,2012-09-24,0,0
Social Sciences,6831,0,280,5538,2.0,Beginner,10,257,2012-10-26,0,0
Management,4797,0,900,4788,2.0,Expert,12,446,2014-08-16,1,0
Information Technology,7347,0,770,2822,5.0,Beginner,7,262,2004-04-07,0,0
Information Technology,8679,0,370,4922,4.5,Intermediate,14,147,2006-12-21,1,0
Design,9962,0,280,3210,2.5,Beginner,3,77,2004-01-13,0,0
Social Sciences,6263,1,0,3127,5.0,Beginner,13,421,2020-01-30,1,1
Design,4178,0,3730,1569,3.0,Intermediate,6,169,2015-02-13,1,0
Management,10121,1,0,6066,4.5,Expert,12,362,2007-01-08,1,1
Design,9537,0,140,6554,3.0,Intermediate,2,68,2017-07-18,0,1
Management,6400,0,1180,3551,2.0,Intermediate,10,503,2018-03-28,0,0
Social Sciences,8572,0,150,7028,0.0,Beginner,11,378,2007-02-21,0,0
Information Technology,6159,1,0,3864,2.0,Intermediate,19,621,2008-10-15,0,1
Photography,6730,0,810,2527,1.0,Beginner,6,149,2012-02-29,0,0
Music,5027,0,960,4850,2.0,Beginner,12,574,2012-07-20,0,0
Personal Development,10295,0,4040,5556,3.5,Expert,11,350,2020-05-08,0,0
Information Technology,6706,0,650,1127,3.0,Expert,10,487,2016-11-04,0,0
Management,9814,0,1360,4276,4.0,Beginner,11,223,2014-10-02,1,0
Music,3288,1,0,3088,3.0,Expert,12,600,2009-09-22,1,1
Science,5838,0,420,547,3.5,Expert,6,110,2016-12-10,0,1
Music,7924,1,0,432,2.0,Expert,23,665,2017-12-04,1,1
Social Sciences,3667,0,120,3640,4.5,Intermediate,17,379,2008-06-24,1,1
Photography,8606,1,0,2957,4.5,Expert,7,291,2015-07-30,0,1
Music,4799,0,660,3959,1.5,Beginner,9,229,2021-10-20,1,0
Science,4379,0,200,3154,4.5,Beginner,10,310,2009-03-01,0,0
Management,8966,0,3300,97,4.5,Intermediate,13,483,2021-12-08,0,0
Personal Development,9412,1,0,1909,0.5,Expert,1,25,2020-02-20,0,1
Social Sciences,7712,0,3240,7396,3.0,Expert,16,438,2012-10-14,1,0
Personal Development,5084,0,160,2127,1.0,Intermediate,16,503,2010-03-14,1,1
Photography,7838,0,2700,7184,1.0,Expert,9,243,2017-03-14,0,0
Design,7784,0,320,3697,2.5,Beginner,11,491,2002-07-28,0,0
Management,10139,0,700,6547,3.0,Expert,13,569,2015-08-07,0,0
Social Sciences,6422,0,980,5653,2.0,Beginner,14,365,2015-11-10,1,0
Management,9289,0,260,1720,2.0,Beginner,11,203,2017-08-10,0,0
Management,3892,0,3980,494,1.0,Expert,10,341,2017-10-17,0,0
Information Technology,7405,0,390,2517,1.0,Expert,17,297,2020-02-06,1,1
Science,5822,0,360,778,0.5,Intermediate,13,655,2010-04-13,0,0
Social Sciences,5221,0,570,672,1.5,Beginner,12,334,2004-02-08,1,0
Personal Development,5332,1,0,851,0.5,Beginner,15,404,2009-08-09,1,1
Personal Development,7406,0,150,2766,2.5,Beginner,12,439,2018-06-02,1,0
Science,11494,0,850,3229,3.5,Intermediate,1,19,2015-10-24,0,0
Photography,9937,0,140,5597,2.5,Intermediate,4,142,2010-10-29,1,1
Information Technology,4827,0,1830,1250,1.5,Expert,6,324,2011-11-02,1,0
Photography,8163,0,580,3525,1.0,Beginner,12,282,2014-11-23,0,0
Design,7435,1,0,2543,5.0,Beginner,19,530,2002-09-01,1,1
Music,10901,0,460,172,3.5,Beginner,13,563,2004-02-14,0,0
Information Technology,6802,0,2390,4951,2.5,Intermediate,8,151,2020-01-27,1,0
Design,3814,0,630,1306,2.5,Intermediate,13,251,2008-05-07,0,0
Music,11071,0,500,355,3.0,Intermediate,18,632,2016-08-07,0,0
Management,5643,1,0,3082,4.5,Intermediate,3,79,2016-04-30,0,1
